advertiser_id,advertiser_name,total_spend_usd,total_creatives,maximum_impressions,total_day
AR09438859136029687809,JOHN CARTER FOR CONGRESS,55300,85,7826000,4173
AR09439175795378487297,MELISSA FOX FOR STATE ASSEMBLY 2020,13100,8,939000,275
AR09440020220308619265,TERRA LAWSON-REMER FOR SD BOARD OF SUPERVISORS 2020,16000,10,2010000,144
AR09444523819935989761,AMERICAN HEART ASSOCIATION INC,100,1,15000,7
AR09449027419563360257,ALEX PADILLA FOR SENATE,472400,28,3401000,175
AR09453531019190730753,DESIREE ONTIVEROS FOR CONGRESS,1100,7,7000,54
AR09457833683068125185,MARK RIDLEY-THOMAS FOR CITY COUNCIL 2020,100,3,3000,23
AR09460286418631786497,"Colorado Latino Leadership, Advocacy, & Research Organization",7400,1,700000,21
AR09462538218445471745,OSMACK FOR MISSOURI,300,1,20000,18
AR09465880733793910785,Keith Mather,7500,3,478000,202
AR09470384333421281281,KEEP COUNTRY FIRST POLICY ACTION INC,1500,1,125000,14
AR09471545417700212737,ADAIR FOR CONGRESS,22200,9,1255000,337
AR09474519596653346817,Marc Levine for Insurance Commissioner,29200,12,3421000,330
AR09475204592397451265,DEFENDING MAIN STREET SUPER PAC,21000,3,770000,8
AR09476049017327583233,"WAY TO WIN ACTION FUND, INC.",277600,116,16011000,1556
AR09476399761536843777,Al Santos for Congress,200,1,2000,1
AR09478300817141268481,SHAWN COLLINS FOR CALIFORNIA,3100,16,16000,651
AR09480552616954953729,JOHN K. HINSDALE,500,3,41000,92
AR09484295629413810177,Samir Sant,800,9,45000,47
AR09485056216582324225,SIMPSON PUBLIC AFFAIRS LLC,18300,2,3200000,100
AR09488799229041180673,Greg Tanaka for Congress,75200,62,12279000,472
AR09490087581791027201,TAXPAYERS FOR WILSON INC,2700,3,253000,14
AR09493218990906933249,KARL DEAN FOR GOVERNOR,3700,4,90000,151
AR09498567015464435713,TODD CHASE FOR CONGRESS INC.,7900,20,836000,830
AR09504061275068432385,MARIA BORELL,1400,1,100000,5
AR09511955768555864065,New Mexicans for Michelle,8100,3,13000,139
AR09512077814346547201,NYS DEMOCRATIC SENATE CAMPAIGN COMMITTEE (NYS DSCC),163200,55,7723000,773
AR09512605579927879681,CASTOR FOR CONGRESS,10600,6,92000,340
AR09516581413973917697,MIKE BLOOMBERG 2020 INC,61924900,64204,3550786000,586375
AR09518588572450422785,Sherry4LG,200,1,25000,9
AR09521085013601288193,STRINGER FOR NEW YORK,3900,4,272000,44
AR09527217264827301889,STAGGS FOR MAYOR,2100,2,18000,35
AR09529247787925897217,PROGRESS TOMORROW INC,500,1,25000,9
AR09530092212856029185,"ADVANCE GEORGIA, INC.",23300,78,1927000,1204
AR09531179629855899649,Bridgette Ehly,300,2,11000,2
AR09532344012669714433,WILLIAM SANCHEZ FOR US SENATE,5100,14,49000,39
AR09538338824942256129,"JOHN JAMES FOR CONGRESS, INC.",10100,5,381000,40
AR09539099412110770177,FLORIDA DEMOCRATIC PARTY,74400,170,33753000,2376
AR09543603011738140673,CAMPAIGN TO ELECT NANCY MILLAN,14100,5,160000,234
AR09544105763429941249,CITIZENS FOR MASON BECKER,1000,4,9000,39
AR09550358411179196417,NEWSMAX MEDIA INC,2969500,195,221903000,7186
AR09552610210992881665,SCOTT GORBACH,5100,1,45000,2
AR09555389776387899393,Brandon Toney For Senate,1600,20,22000,540
AR09565276584944861185,CHERI HELT FOR STATE REPRESENTATIVE,7300,10,296000,201
AR09566121009874993153,ALLEN COUNTY REPUBLICAN CENTRAL COMMITTEE,1400,3,6000,66
AR09566707049572597761,WILLIAMS FOR NEVADA,1600,2,16000,68
AR09566831294386536449,Matthew Brumley,1500,1,45000,23
AR09568372809688678401,"WILSON ROGERS & COMPANY, INC.",100,1,5000,28
AR09570624609502363649,CLINT BARRAS,13500,118,2559000,972
AR09574283784199602177,EDDIE SMITH CAMPAIGN TO ELECT,29100,123,2038000,843
AR09575128209129734145,VOLINSKY FOR NH,6100,21,35000,484
AR09578871221588590593,CONOLE FOR CONGRESS,5300,4,9000,206
AR09579631808757104641,MOORLACH FOR SUPERVISOR 2021,18000,6,1390000,158
AR09583290983454343169,"FAIR FIGHT, INC.",276800,61,7622000,1088
AR09584135408384475137,MI FAMILIA VOTA,17100,2,1050000,16
AR09588639008011845633,FRIENDS OF JUSTICE DANIEL KELLY,3300,8,60000,108
AR09589629667988471809,JON C LUNDBERG,7200,10,1533000,282
AR09593142607639216129,LATINO VICTORY FUND,250100,160,13294000,865
AR09596885620098072577,KINZINGER FOR CONGRESS,11000,65,1182000,2033
AR09597646207266586625,UNTERMAN FOR CONGRESS INC.,6100,6,519000,171
AR09601305381963825153,WINNING FOR WOMEN INC.,38700,15,2032000,94
AR09602149806893957121,NITHYA RAMAN FOR CITY COUNCIL 2020 GENERAL,7300,13,48000,22
AR09604401606707642369,LAXALT FOR SENATE,242800,15,867000,861
AR09606653406521327617,DEMOCRATIC-FARMER-LABOR,4800,18,423000,509
AR09610860687765012481,Friends of Jake Hunsaker,5500,1,350000,16
AR09611157006148698113,COOPER FOR NORTH CAROLINA,926500,41,28937000,1318
AR09614499521497137153,Dolan For Ohio,6100,2,96000,144
AR09619319780473307137,MO CHEEKS FOR MAYOR,100,1,2000,36
AR09619789271938367489,HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS,8500,2,680000,26
AR09620164205403439105,ANNA KAPLAN FOR NY STATE SENATE,4900,1,700000,11
AR09622416005217124353,RODRIGUEZ FOR CONGRESS,9900,116,137000,3093
AR09624607606769188865,"COLLINS FOR SENATE, INC.",147400,149,45748000,5181
AR09624667805030809601,THE SEMINAR NETWORK CHAMBER OF COMMERCE INC,5400,3,130000,100
AR09625658465007435777,PAUL ENGEL,5100,1,125000,3
AR09629111206396559361,SARA JACOBS FOR CONGRESS,69600,28,2285000,746
AR09629171404658180097,DANCE FOR SENATE,100,2,2000,9
AR09632914417117036545,LINDY BLANCHARD FOR GOVERNOR,91800,46,7781000,467
AR09637334178982789121,JOSH WELLE FOR CONGRESS,45900,14,7734000,249
AR09642890011237941249,Elizabeth Fetterhoff,1400,5,161000,105
AR09651689402795032577,SECOND AMENDMENT FOUNDATION,10500,78,3892000,377
AR09655348577492271105,KEEP KENTUCKY GREAT,574100,58,36363000,336
AR09657821654021046273,JIM BOYD CAMPAIGN,28100,19,3902000,858
AR09660696602049773569,ORGANIZE FOR JUSTICE,25800,37,1603000,152
AR09669703801304514561,FRIENDS OF DANA FERGUSON,12300,8,903000,68
AR09673362976001753089,FRIENDS OF DUSTY JOHNSON,5100,11,35000,421
AR09676459200745570305,"HONESTY AMERICA, INC",10000,6,771000,48
AR09678711000559255553,HARRY FOR CT INC.,30500,537,19481000,7259
AR09683214600186626049,KENNEDY FOR MASSACHUSETTS,71400,276,17017000,7001
AR09684705812831797249,Cole for VA,2400,2,27000,40
AR09685831712738639873,CITIZENS FOR REGNITZ,5900,5,1101000,123
AR09687718199813996545,CHARLES THOMAS CAMPAIGN,1400,2,45000,14
AR09692221799441367041,JASON FOR OFFICE,1300,3,32000,25
AR09694473599255052289,McSwain for Governor,40000,5,2123000,56
AR09696725399068737537,"MIDDLE AMERICA PROJECT, INC",10900,10,814000,474
AR09701228998696108033,WENDY DAVIS FOR CONGRESS,22900,12,149000,1218
AR09705732598323478529,CHRISTPOINT OASIS INC,5100,1,1000,3
AR09709391773020717057,DEMOCRATIC STRATEGY INSTITUTE,228900,351,102659000,10493
AR09710236197950849025,A BETTER STAMFORD,6200,50,3357000,388
AR09712990749456334849,RISNER FOR A STRONGER NM,1500,6,6000,229
AR09714739797578219521,BRIAN WATSON FOR COLORADO TREASURER,300,2,95000,12
AR09719243397205590017,GENIUS DIGITAL MARKETING LLC,5100,5,108000,35
AR09723746996832960513,BLACK PROGRESSIVE ACTION COALITION,2300,1,9000,9
AR09727406171530199041,FAZIO FOR CONNECTICUT,100,13,40000,33
AR09728250596460331009,ERIN ZWIENER FOR TEXAS HOUSE,50400,5,700000,116
AR09732754196087701505,CLEAN VIRGINIA,104500,280,14979000,1813
AR09733744856064327681,HAWKFISH LLC,13300,5,2351000,26
AR09737257795715072001,BETTER WORLD GROUP ADVISORS,2400,1,175000,11
AR09741000808173928449,Thomas Massie for Congress,7000,1,25000,96
AR09741761395342442497,FRIENDS OF ROBIN ROBINSON,700,4,4000,12
AR09744515946847928321,SIAH CORREA HEMPHILL,5900,4,120000,34
AR09745420570039681025,LIV COLEMAN CAMPAIGN,12000,10,3398000,103
AR09746264994969812993,ELECT ADAM ERICSON,4500,3,260000,39
AR09754389286387449857,Committee to Elect Maura Healey,6700,3,8000,146
AR09754511607056039937,C&B Printing Co Inc,6800,19,275000,316
AR09755272194224553985,TEXAS MEDIALINK LLC,7800,8,600000,265
AR09756262854201180161,COLORADO WOMENS ACTION FUND,2400,5,61000,56
AR09759015206683410433,SWAD FOR CONGRESS,1600,1,15000,23
AR09761267006497095681,Virginia Foxx for Congress,38400,62,5180000,1982
AR09763434968549163009,CHUCK EDWARDS FOR NC SENATE COMMITTEE,10100,10,3071000,172
AR09764279393479294977,"CHANGE NOW, INC.",45600,2,3000000,44
AR09766531193292980225,ERIC DINOWITZ FOR COUNCIL,800,1,4000,16
AR09768782993106665473,Bechtold For Indiana,6000,21,182000,1632
AR09773286592734035969,LYNN AFENDOULIS FOR CONGRESS,3100,17,27000,201
AR09781449367058644993,JDCA PAC,6000,54,293000,490
AR09782293791988776961,THE GEORGIA WAY,61100,1,1750000,13
AR09786797391616147457,RAY RODRIGUES CAMPAIGN,2600,2,110000,36
AR09787587390720704513,America United IL,18300,5,537000,22
AR09800308190498258945,ASHLEY AUNE FOR MISSOURI,7400,4,601000,58
AR09802559990311944193,MICHAEL WOOD FOR CONGRESS,5600,18,126000,108
AR09804811790125629441,GEORGE PAPADOPOULOS FOR CONGRESS,3600,18,29000,712
AR09808154305474068481,GIBBONS FOR OHIO,35400,1,175000,145
AR09813818989380370433,MICHIGAN FREEDOM NETWORK,6300,19,224000,362
AR09817478164077608961,CORDRAY COMMITEE,31700,3,2000000,14
AR09818322589007740929,STEPHEN TRIMBLE,2100,14,89000,91
AR09820574388821426177,VAL DEMINGS FOR U.S. SENATE,1041700,103,25007000,3088
AR09822826188635111425,"INTERNATIONAL FAMILY ENTERTAINMENT, INC.",5100,1,80000,2
AR09827329788262481921,MAHONY FOR U.S. SENATE,3200,5,7000,53
AR09831833387889852417,BE A CONSERVATIVE HERO INC,1300,2,4000,66
AR09835492562587090945,PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES’  COMMUNITY ACTION FUND PAC,11500,4,610000,102
AR09840840587144593409,MCMURTRY FOR CONGRESS,10200,9,160000,448
AR09842469238743236609,CITIZENS FOR JD WOOTEN,15900,3,300000,80
AR09844183102493032449,BROG FOR NEVADA,14200,4,357000,115
AR09845344186771963905,"DIRECTMAIL 2.0, LLC",10800,367,8588000,6263
AR09849847786399334401,HANSEN FOR COLORADO,1600,3,8000,36
AR09853506961096572929,RE-ELECT STORMS 2018,500,1,1000,43
AR09855342046003331073,JEFF MERKLEY FOR OREGON,3700,3,4000,15
AR09857105937532190721,SOUTH CAROLINA REPUBLICAN PARTY,3400,1,225000,12
AR09858854985654075393,JENA GRISWOLD FOR COLORADO,8100,3,62000,165
AR09862514160351313921,TOM WOLF FOR GOVERNOR,78900,13,917000,314
AR09867862184908816385,FRIENDS OF IRENE SHIN,19000,12,706000,235
AR09872365784536186881,"VOTO LATINO, INC.",59700,25,2461000,179
AR09874617584349872129,NICOLE HASSO FOR CONGRESS,900,3,3000,42
AR09877860044140183553,JOHN LEIFHEIT,100,1,9000,13
AR09880211899511996417,Sheriff Scott Jones for Congress,3700,1,9000,74
AR09888656148813316097,REPUBLICAN GOVERNORS ASSOCIATION,193200,56,36777000,1781
AR09889535758115536897,METOO OHIO,61700,17,13936000,189
AR09898207056567992321,New Yorkers For A Balanced Albany,200,5,5000,5
AR09907550156625018881,THE COLIBRI COLLECTIVE,10400,4,32000,82
AR09908394581555150849,PHILLIP CHEN FOR ASSEMBLY 2020,21700,7,2120000,118
AR09912898181182521345,ELLISON FOR ATTORNEY GENERAL,16000,13,1451000,153
AR09921144793268748289,Black for Nevada,5100,1,1000,2
AR09926408980064632833,BRAND (JEFF) FOR HOUSE,8300,36,1510000,908
AR09927900192709804033,Arizona Petroleum Marketers Association,7200,1,600000,6
AR09935416179319373825,HORNG ANDREW JENG CAMPAIGN,3800,7,277000,68
AR09943578953643982849,JUSTICE DEMOCRATS PAC,18200,59,749000,449
AR09948926978201485313,KENT ABERNATHY FOR CONGRESS,3800,13,106000,184
AR09953430577828855809,FRIENDS OF MARC FRIEDENBERG,28900,5,324000,129
AR09956185129334341633,FRIENDS OF SYDNEY BATCH,16200,2,700000,18
AR09957934177456226305,ROITHMAYR FOR ASSEMBLY,1100,1,90000,2
AR09960551290008240129,BEN BUMGARNER FOR TEXAS STATE REPRESENTATIVE,5800,3,13000,25
AR09961593352153464833,"Sandoval Creative, INC",4700,7,198000,52
AR09962437777083596801,ARIZONANS FOR HEALTH AND PUBLIC SAFETY,8200,10,671000,264
AR09964689576897282049,LA Committee for a Conservative Majority PAC,5400,11,717000,90
AR09966941376710967297,FRIENDS OF VAL HOYLE,800,13,35000,122
AR09971444976338337793,AMERICA'S TOMORROW,100,2,16000,32
AR09975948575965708289,ALASKANS FOR KEVIN MCKINLEY,7900,35,4754000,553
AR09979607750662946817,RAINMAKER INC,5900,3,81000,10
AR09980452175593078785,JONES FOR STATE REPRESENTATIVE,5300,23,542000,385
AR09984955775220449281,JOHN COWAN FOR CONGRESS,12600,18,758000,338
AR09988298290568888321,COMMITTEE TO ELECT MICHAEL AYLESWORTH,200,1,2000,37
AR09989459374847819777,SCHERIE MURRAY FOR CONGRESS,18800,22,254000,414
AR09993962974475190273,GUNNIGLE 2020,19800,10,308000,157
AR09997622149172428801,AMERICAN VALUES PAC INC.,44700,4,395000,117
AR09998466574102560769,"ALL VOTERS VOTE, INC.",457800,33,20299000,413
AR09999457234079186945,JAMES SHACKELFORD,4400,2,195000,30
AR10001221125608046593,MAINE DEMOCRATIC PARTY,59700,33,548000,814
AR10002970173729931265,KWEISI MFUME FOR CONGRESS,200,3,3000,18
AR10008464433333927937,FUND FOR A WORKING CONGRESS,7000,3,1895000,48
AR10015636547681910785,"GATEWAY FOR CANCER RESEARCH, INC.",5100,1,8000,8
AR10016480972612042753,BRAND FOR HOUSE,6300,34,875000,1288
AR10018732772425728001,Duan & Lopatka CPA's PC,0,3,3000,3
AR10021975232216039425,NATHANIEL PORTER,5100,2,160000,13
AR10025488171866783745,CALIFORNIANS TO RECALL GAVIN NEWSOM,6200,2,215000,212
AR10029991771494154241,ENGAGED AMERICAN PAC,2700,37,1140000,183
AR10034159470319239169,McKelvey For Senate,100,2,10000,6
AR10034495371121524737,MISSOURI FORWARD PAC,2600,6,76000,70
AR10035965418167861249,ANTHONY HARDY WILLIAMS FOR SENA TE,6400,3,22000,35
AR10037249922627010561,SABINA ZAFAR FOR SAN RAMON MAYOR 2020,5900,29,252000,519
AR10038998970748895233,YOUNGKIN FOR GOVERNOR INC,1563600,189,115870000,1612
AR10047245582835122177,"ANDY BARR FOR CONGRESS, INC.",56400,247,12927000,8836
AR10052509769631006721,TOVAR FOR ARIZONA,16800,13,1190000,123
AR10057013369258377217,ZETA GLOBAL CORP.,5100,1,3000,15
AR10059767920763863041,AJ FOR STATE SENATE,42700,13,1439000,301
AR10060944123327676417,Elizabeth M Rochford For Illinois Supreme Court 2022,13800,1,900000,34
AR10061516968885747713,"PROMEDIA GROUP, LLC",100,1,40000,21
AR10070524168140488705,SHARI MACKIN FOR DISTRICT 3 CITY COUNCIL 2020,800,6,8000,28
AR10077988752581459969,Patrick Witt for Georgia,12700,7,1160000,175
AR10079531367395229697,"MARSY'S LAW FOR WISCONSIN, LLC",17500,5,2562000,25
AR10079896680133558273,AFG GROUP INC.,221600,7,1312000,444
AR10083487410231967745,Courtney Gilbert,1700,5,103000,47
AR10087694141719838721,MICHIGAN FUTURE FIRST,8700,24,2389000,198
AR10088538566649970689,REBEKAH FOR NEWTOWN 2020,3600,9,1455000,298
AR10090586956812517377,SMITH FOR GOVERNOR,2200,3,5000,50
AR10093042166277341185,CHRIS EKSTROM FOR CONGRESS,9700,20,2128000,410
AR10097545765904711681,LAURIE POHUTSKY FOR HD 19,9800,4,330000,33
AR10104666478084096001,Jason Smith for Senate,2900,1,3000,18
AR10105708540229320705,"FREEDOM PARTNERS ACTION FUND, INC.",95800,12,4517000,232
AR10112047224763449345,NEAL WHITLEY,5100,7,85000,358
AR10115560164414193665,STAND UP REPUBLIC INC,21400,6,166000,191
AR10123722938738802689,PAY PERFORMANCE LLC,1800,51,331000,203
AR10126819163482619905,FRIENDS OF DAN MCKEE,2700,8,9000,124
AR10129070963296305153,Friends for Steve Sisolak,2000,11,11000,85
AR10130562175941476353,WORKING FAMILIES PARTY NATIONAL POLITICAL ACTION COMMITTEE,32400,16,1429000,173
AR10133574562923675649,REP. HALEY STEVENS - U.S. HOUSE OF REPRESENTATIVES,6800,11,31000,727
AR10143572422155042817,ROB WOODALL FOR CONGRESS,10000,12,150000,728
AR10152579621409783809,MARY K. FOREMAN,3600,3,142000,25
AR10155331973892014081,AL FOR MONTANA,4400,11,66000,231
AR10156092561060528129,DONALD VALDEZ FOR CONGRESS,5400,28,34000,860
AR10159751735757766657,CHRISTY SMITH FOR ASSEMBLY 2018,4000,2,325000,44
AR10160596160687898625,SENATE MAJORITY CAMPAIGN COMMITTEE,3200,4,20000,78
AR10162847960501583873,SARAH FOR WISCONSIN INC,147700,72,10649000,1749
AR10165099760315269121,GUTHRIE FOR CONGRESS,20700,12,2757000,1653
AR10169603359942639617,JOAN PERRY FOR CONGRESS,4300,20,71000,269
AR10178610559197380609,COMMITTEE TO ELECT WENDE SCHWINGENDORF,0,1,1000,4
AR10180862359011065857,Patrick Witt Exploratory Committee INC,5200,6,16000,134
AR10183114158824751105,KIMBERLY YEE FOR GOVERNOR,7300,4,24000,551
AR10187617758452121601,FRICKE FOR CONGRESS,100,19,19000,390
AR10192121358079492097,VERNON JONES FOR GOVERNOR,26500,20,1042000,292
AR10196174157939474433,BEDKE FOR IDAHO,1400,1,9000,26
AR10196624957706862593,FRIENDS OF BERT REEVES,4900,3,86000,96
AR10198253609305505793,"DANA BARRETT FOR CONGRESS, INC.",15600,5,96000,81
AR10198876757520547841,BRIDIE FOR NEW YORK,2100,9,9000,51
AR10201128557334233089,OPTIMAD MEDIA LLC,34700,12,5407000,155
AR10204871569793089537,Allen West,2100,4,282000,60
AR10205632156961603585,YOUR VOTER GUIDE,4300,10,44000,136
AR10209375169420460033,SOUNDFRONT LLC,68300,81,9107000,1034
AR10219142955843715073,PATRICK KENNEDY FOR WARD 2,10000,5,576000,111
AR10223646555471085569,SCISM FOR SENATE,200,2,2000,46
AR10232653754725826561,SARAH THOMAS KOVOOR,100,1,1000,52
AR10232737592487444481,MIKE JOHNSON FOR LOUISIANA,8800,37,842000,2406
AR10237157354353197057,DALIA FOR CONGRESS,5800,6,36000,139
AR10244415505486053377,NATALI HURTADO CAMPAIGN,46200,11,696000,291
AR10246164553607938049,GEORGE SCOTT FOR PA 15,132700,22,3185000,535
AR10249823728305176577,KATIE ARRINGTON FOR CONGRESS,8400,24,189000,443
AR10250668153235308545,MI FAMILIA VOTA,25400,7,1213000,19
AR10255171752862679041,CODAVATE LLC,1000,2,6000,24
AR10255674504554479617,2020 VISION FOR ADAMS COUNTY,8200,1,60000,9
AR10259675352490049537,REP. ANTHONY GONZALEZ - U.S. HOUSE OF REPRESENTATIVES,600,16,21000,1167
AR10268682551744790529,BONINI FOR DELAWARE,6200,13,63000,245
AR10270934351558475777,FRIENDS OF LINWOOD BLIZZARD,8600,26,251000,478
AR10273186151372161025,CORY BOOKER FOR SENATE,16800,73,547000,936
AR10282193350626902017,ONE GENERATION AWAY,5200,18,73000,177
AR10291200549881643009,THE SILICON VALLEY ORGANIZATION PAC,500,1,3000,6
AR10295163189788147713,Shervin Aazami for Congress,2200,3,97000,173
AR10304510413013778433,DEAN PHILLIPS FOR CONGRESS,121900,84,5062000,3135
AR10317461560477351937,"Perdue for Governor, Inc.",28400,3,295000,265
AR10318222147645865985,SUNSHINE STATE RISING,1700,2,23000,38
AR10321881322343104513,KOPSER FOR CONGRESS,11500,12,167000,264
AR10322725747273236481,CLAIRE FOR BOULDER COUNTY,1000,1,10000,26
AR10327229346900606977,KAMALA HARRIS FOR SENATE,8200,28,271000,2241
AR10330888521597845505,KATE BROWN COMMITTEE,8300,24,188000,939
AR10335475958986833921,Haney for State Assembly 2022,69000,6,8790000,219
AR10336236546155347969,COMMITTEE TO ELECT DANIELLE OZALUK,600,1,4000,22
AR10339895720852586497,DENNIS HORLANDER FOR STATE REPRESENTATIVE,3300,6,192000,30
AR10340740145782718465,TEMPE FIRST,1800,2,7000,93
AR10345243745410088961,CRAIG TRUMBO,5100,2,425000,41
AR10353089860385898497,CODY FOR OREGON,32500,6,2511000,80
AR10354247646129946625,Richard Thomason For South Dakota,3800,12,1115000,264
AR10354250944664829953,"CONNECTICUT BUSINESS AND INDUSTRY ASSOCIATION, INC",6200,111,654000,885
AR10354616257403158529,American Federation of Labor & Congress of Industrial Orgs Alaska State,4800,1,400000,17
AR10357910119362068481,FRIENDS OF ROSA DELAURO,5400,3,23000,33
AR10358754544292200449,FRIENDS OF JON MORGAN,1800,78,88000,583
AR10360408209780375553,Bob Jonsen for Sheriff of Santa Clara County 2022,5900,1,5000,25
AR10368289509128273921,Troy Stubbs,2400,2,62000,108
AR10372265343174311937,JOHN KING FOR GOVERNOR,8200,13,32000,390
AR10372768094866112513,FRIENDS OF COURTNEY NERON,10400,12,688000,166
AR10375924517871550465,COLLEEN BURTON CAMPAIGN,11800,21,3389000,597
AR10376768942801682433,SAMRA BROUK FOR STATE SENATE,8300,10,470000,593
AR10381240656591847425,Rashid for Illinois,9800,8,631000,88
AR10381272542429052929,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",62000,27,3182000,6875
AR10381800308010385409,Jason Lyon for Pasadena City Council (2022),6200,10,2937000,307
AR10384931717126291457,VOTEVETS.ORG ACTION FUND,22300,7,2684000,79
AR10385776142056423425,N2 AMERICA INC.,11600,15,427000,195
AR10390279741683793921,ELECT HEIDI KASAMA,5700,6,24000,120
AR10393938916381032449,ZELDIN FOR CONGRESS,112000,92,10468000,3990
AR10394783341311164417,COMMITTEE TO ELECT MATT KELLY,9700,14,2000000,387
AR10397035141124849665,JOHN WESLEY BUSH III,3500,3,5000,77
AR10399286940938534913,"GOD'S WORLD PUBLICATIONS, INC",5400,1,175000,15
AR10403790540565905409,BFA,310000,26,4302000,765
AR10406183077867945985,CHARLES BAILEY FOR GEORGIA INC.,10800,4,81000,28
AR10409785352838447105,Annette Taddeo,5500,9,18000,101
AR10409795523321004033,Joseph Chaplik For AZ,100,6,6000,20
AR10411953314890514433,KIM OLSON CAMPAIGN,3000,4,13000,92
AR10412770252029952001,John Kennedy for City Council 2022,200,3,3000,39
AR10412797739820646401,LIBRARIES YES! COMMITTEE,8400,25,45000,194
AR10414426391419289601,CUMMINGS FOR CONGRESS,185600,39,8887000,988
AR10416599851029495809,Joe Odea for Senate,75800,41,542000,1025
AR10417118820517806081,CRABTREE4SENATE,300,1,4000,21
AR10417301339448016897,DAVID CHIU FOR ASSEMBLY 2020,11600,4,436000,122
AR10418291999424643073,BRUCE W. STROUBLE JR.,4400,2,170000,5
AR10418792552093188097,Texans for Greg Abbott,23600,1,2500000,14
AR10421804939075387393,JAIMY Z. BLANCO FOR CONGRESS CAMPAIGN,200,27,27000,93
AR10422390978772992001,TRUDY BUSCH VALENTINE FOR SENATE,6100,3,93000,115
AR10429967713399996417,PROMPT MEDIA LLC,5700,80,3776000,1291
AR10430812138330128385,JACEY R. JETTON,31100,3,1850000,37
AR10435315737957498881,CONCERNED CITIZEN,14300,36,11847000,440
AR10438974912654737409,FRIENDS OF BERNIE SANDERS,4600,6,29000,77
AR10439819337584869377,SCARLETT WILSON FOR SOLICITOR,1900,1,70000,5
AR10444322937212239873,JUGGERNAUT PROJECT LLC,5200,10,201000,104
AR10447982111909478401,Association of Equipment Manufacturers,34700,41,6486000,193
AR10448826536839610369,ARNONE FOR ENFIELD,4300,16,2024000,438
AR10451078336653295617,ELIZABETH A TYE FOR JUDGE,5100,1,50000,11
AR10453330136466980865,KAY GRANGER CAMPAIGN FUND,24400,6,62000,98
AR10454320796443607041,SCOTT GELFAND,5200,11,45000,81
AR10455812283966685185,MOORE FOR ILLINOIS,3000,1,25000,6
AR10462337335721721857,ENVIRONMENTAL DEFENSE FUND INCORPORATED,9000,41,2849000,235
AR10466840935349092353,EQUALITY CALIFORNIA INSTITUTE,500,1,3000,11
AR10471344534976462849,KARIN HOUSLEY FOR SENATE COMMITTEE,3900,6,225000,21
AR10475087547435319297,KEN CALVERT FOR CONGRESS COMMITTEE,25600,315,3558000,25194
AR10475848134603833345,A WHOLE LOT OF FOLKS FOR WILMOT COLLINS,6500,6,80000,427
AR10479190649952272385,NEW JERSEY PUBLIC CHARTER SCHOOLS ASSOCIATION A NJ NON PROFIT CORPORATION,6800,1,400000,15
AR10480351734231203841,WENDT FOR WYOMING,1600,6,6000,6
AR10480524357556764673,STATE OF ILLINOIS HOUSE OF REPRESENTATIVES,6200,14,654000,125
AR10481918950617645057,AIDS HEALTHCARE FOUNDATION,24000,114,12350000,4914
AR10484010908928442369,FRIENDS OF JEN METZGER,18500,20,9267000,317
AR10487107133672259585,Caroline Simmons for Mayor,20300,4,1100000,85
AR10488035396364009473,Fairfield Democratic Town Committee,1600,3,27000,77
AR10489358933485944833,KRISTI FOR CONGRESS,16000,24,1878000,293
AR10493862533113315329,CALIFORNIA BUSINESS ROUNDTABLE,70200,28,12140000,417
AR10498366132740685825,REP. MATT CARTWRIGHT - U.S. HOUSE OF REPRESENTATIVES,15500,21,256000,494
AR10502025307437924353,NATIONAL POLICE SUPPORT FUND,5100,1,40000,35
AR10502869732368056321,DEFEND ALASKA,2400,2,110000,12
AR10505553090495643649,Mark Jacobsen,5500,4,111000,20
AR10507373331995426817,REP. LOU CORREA - U.S. HOUSE OF REPRESENTATIVES,7600,9,51000,486
AR10520039705947406337,JASON BRODEUR CAMPAIGN,26200,14,1045000,284
AR10520884130877538305,YES NORFOLK COMMITTEE,13200,18,344000,881
AR10524408065644560385,Barton for Congress,1500,6,49000,45
AR10525387730504908801,CLIFFORD FOR CONGRESS,3800,32,35000,333
AR10534394929759649793,FRIENDS OF CHRIS QUINN,12200,70,3558000,996
AR10536023581358292993,FRIENDS OF JOE WALTZ,3200,5,206000,22
AR10537149481265135617,"SHAW FOR PSC, INC.",18100,3,240000,102
AR10538054104456888321,MJ FOR TEXAS,687700,133,20953000,4964
AR10538898529387020289,HUESO FOR SUPERVISOR 2020; BEN,900,13,19000,423
AR10541150329200705537,DEJEAR FOR IA INC,3000,16,18000,26
AR10543402129014390785,CASA GRANDE VALLEY NEWSPAPERS INC.,7200,26,2573000,703
AR10547145141473247233,"Michael Franken for Iowa, Inc",14700,5,737000,148
AR10547905728641761281,SARA GIDEON FOR MAINE,1571900,43,3773000,5513
AR10549534380240404481,JOHN PAUL DUTTON JR,3900,87,304000,1870
AR10552409328269131777,ADVANCEMENT PROJECT,15900,1,1250000,32
AR10554657829547933697,STEVE MARSHALL,4600,2,12000,15
AR10556068502966370305,SCHOOLS AND COMMUNITIES FIRST,1344800,3,5752000,104
AR10559164727710187521,HARRY FOR STATE SENATE,5600,47,765000,155
